id,name,color,is_pinned,user_id
d507e062-d7cc-40fd-9e4b-e8a00f6fc64f,Elite Confederation,14077880,False,51
2a356ce5-42e8-41d9-82df-eb3a104281ab,Prime Insights,16135495,True,325
712d73eb-fc44-4698-869f-af218c4e7cdb,Glow Partnerships,4559427,False,304
0d22b66f-eb1b-4286-8bf4-9083b57025f1,NextGen Assets 866,12937385,True,320
fb1b1fd7-d6ba-40ab-b609-8d66d8b521c0,Trust Alliance 623,4525275,True,296
e3e656f9-543d-42fa-b3ff-b9cea8c6f43c,Legacy Society,14533553,False,325
7e566eb0-8cdb-4ebf-875d-a1f6cbc56c40,Strategic Network,13022449,False,348
b4bb170b-3296-481e-882d-5eac719907f2,Legacy Growth,4431467,True,21
4d73fc21-c940-45f1-95f1-2cac204afcba,Shiny Consulting,9310651,False,11
c15b974c-5b71-481f-b817-7db4b7ee7859,Global Associates 512,7275525,True,34
1da6ba13-b91b-4b14-a284-6a93bd722ac3,Quantum Network,16044155,True,342
ed50b956-6a08-4116-8043-8bd52af8e54a,Legacy Innovations,148030,False,65
ae6fafe7-e48a-4655-8f26-4a80501fc886,Trust Coalition,16132278,True,94
ae8e5bb6-e1f4-4069-9237-51d48e3c2858,Shiny Consulting 111,10562860,True,138
c3c81ddc-c5de-41ed-85f2-9a04cf68a11d,Alpha Fund,16147072,False,286
3bd1a994-cfeb-4039-9e46-5d3035d271d7,Venture League 145,16333562,False,353
f510003d-31ae-4796-948e-72c91c733b3b,Shiny Federation,5685610,False,478
8a1fd733-0dc1-492d-ac95-829d132bf968,Bright Growth 614,12918635,False,32
892576bb-7968-4be1-900a-016a28e518b4,Glowy Sorority,9176833,False,59
e01db4f0-6759-446c-a817-8b9a3b91d344,Quantum Sisterhood,16004448,True,449
20025e93-9eaa-4f92-97eb-4029de8b6913,Glowy Confederates,8536139,True,70
5bf5a011-6681-4c5a-958d-7e34510607f1,Shiny Solutions,15115232,False,8
0fc5de09-1db1-4a76-9461-6963b36790f2,Elite Consulting 786,453805,False,279
a5464682-3e92-477e-befe-d3c7c039b50c,Peak Allies,10023313,True,158
46a84c3c-8e93-4a26-9735-4c7177113e89,Strategic Colleagues,7614082,False,317
bbd1028f-6cb9-49e2-872c-b7bbead70cb7,Legacy Wealth,753798,True,220
3899f10d-6638-4988-88b2-47fa2e74ffe1,Bright Community,6317352,True,464
51e291e7-d914-4479-a709-980f1be02cf3,Bright Cohort 303,13836606,True,376
e87b6e28-7436-4aed-834f-a6a7c65d03eb,Visionary Alliance,14091702,False,461
5ba4c6a9-16a4-4316-91bd-10c2b82dfae4,Global Strategies,1558768,False,68
fab9b6ce-dec5-451e-946a-753d9d0b578c,Prime Allies,13832756,True,95
5cf2a6c8-981b-4c2b-b59f-f40c194727aa,Future Opportunities,2586165,False,127
c9e0f811-0326-4349-8276-d3dcc1d2d974,Innovative Community,12069944,False,326
22179cff-3275-4ca5-8eb9-2bb73d1cff34,Secure Assets,4838003,True,347
ca1cdf7a-b9b4-49c8-a392-5dbc6bc4c205,Dynamic Partnerships,16650349,True,473
3919344a-7261-488a-815f-1349362547be,Visionary Peers,1200156,False,253
e7c738b6-2c0a-4509-bfc9-4d3ce648dea3,Ultimate Futures,4221974,False,205
302daeeb-3122-492f-9170-b1985065b02c,FirstChoice Alliance,2686955,True,287
f04e0d58-844d-4e61-ac34-bbc2b8944a9d,NextGen Alliance,8613918,True,152
3539c986-1922-481c-9c53-ccd350faaaf6,Brightest Fraternity,11859988,True,105
668f4867-7d1f-4247-a5a3-711a120d1c06,Global Comrades,16681514,False,484
1934a80c-29bc-47b7-af38-c037b984b0be,Innovative Advisors,13656068,False,174
8c94c80e-5c73-4bdf-8780-ed738484b0ca,Alpha Cohort,12792557,False,65
2d840b6d-f34d-44ed-b0b6-be2c495560f1,Venture Fund,13126056,False,193
26d738ed-4990-49f8-a373-5556021746c0,Global Synergy,318444,False,286
6a8e2dfd-e1d1-4e7c-847b-232b33f0797d,Secure Order,315724,False,379
f23c80a2-fdf5-4c54-b3d9-4d8e7f6b14a9,Quantum Insights,13465496,True,296
0a12697a-afb2-4d2b-81ec-b8de31d1888b,Glow Equity,15461311,True,128
3cd7f7d6-a7ca-4216-99ca-701956150366,Shiny Fellowship,11463290,True,63
b5bba8a8-770c-4868-9273-8e4297a967a0,Legacy Partners,13282350,True,197
01675384-16de-4ea1-a7a7-5151919c3857,Glowed Holdings,14586867,False,190
62b014b5-38f6-4995-aeb5-16eeb0eff2ba,Dynamic Resources,11951440,False,277
a976c60b-c7ec-4902-b025-404ece5a30e0,Shine Strategies,9324333,False,80
cd98b63c-e214-4e17-9262-37e177ad9ac3,Quantum Holdings,5853141,True,170
09f76a1b-1f2a-4d82-b527-302116694c4d,Brightest Equity,6249909,False,89
324bc9d9-fa8c-4a74-957c-0f985c25f0e3,FirstChoice Confederation,1654033,True,453
9f9033f1-4be2-47e2-babf-1daa38147801,Peak Club,1836970,True,476
4044def7-deed-4c0e-8a1a-52207a6f2fe8,Peak Society,4057641,True,181
4c1ddc8e-bd86-41e9-89c8-559f988a1e75,Glowing Accomplices,6610545,True,257
08fe9d2b-eaa1-46b8-b42d-fc7bf6bbad86,Trust Management,10383541,False,279
8b7978c6-98cf-4916-b7b6-fb4f4d7a524e,Elite League,9896312,True,246
fa225001-a002-43ce-8103-083a28a31797,NextGen Portfolios,11436219,False,57
c175a4ec-5dde-4546-a2d6-b9bc719e2cff,Elite Associates,1022771,False,142
02bfe0b4-02f9-4d0d-bafd-a038c4356aa4,Pioneer Innovations,16479619,True,11
4c889c10-ebc4-4f03-9b8b-2d2fd10d9791,Glowy Peers,7279292,True,206
6b00da7c-96f3-4073-9f1e-fe94f9b189f2,Pioneer Friends,9378428,False,12
907bfa0f-2bdc-464b-8de4-5020d24b1d49,Glowed Capital,6530379,False,485
520dfa27-aaaf-46ca-b942-092c10969145,Glowed Fellowship,5552576,False,97
c8e04ef8-84c5-4653-a1cd-cb09bc1e416f,Peak Insights,2830256,False,495
bde2ac55-27f9-4cd9-bed3-14521fb309cf,Visionary Guild,10118862,False,290
4e61def4-bffd-48b2-b913-35aa9a4596c5,Shining Fraternity,16222381,True,222
446ec006-56ea-4353-9541-440975cc364b,Shine Fraternity,5442051,True,199
c55d7a32-06d6-4a81-9c2f-0c965c030c65,Infinity Guild,7329573,True,19
d7c93ebd-63d6-4aea-8ce0-700d49ba9139,Trust Equity,8783233,True,205
9dc3f9ee-b764-456a-b323-e7eb9bf17ee7,Glowing Assets,3966784,True,202
861dc234-9df7-4aab-8be5-b95a12fe922d,Pioneer Capital,16421093,True,109
337a4dc8-9525-4505-87c1-22589efcdd23,Secure Confederates,1185990,False,69
18878849-f461-4250-a961-3e50080891cf,Shine Circle,3610920,True,22
dd62a09d-e9c1-4fc0-9358-b4df849deb2e,Glowed Fraternity,14137545,True,443
ac537ab5-736c-424c-b713-e790e21c168a,Brighter Group,11921922,True,443
8a8d840e-009f-445a-a1bf-ecd706398d5e,Brightest Services,9327732,False,401
6e8620b6-5f10-4e03-be52-98d5416470de,Shiny Innovations,5021121,True,322
4591b756-b18d-4da8-9020-1e39d70246ac,Pioneer Club 452,5809496,True,18
b0016820-0a32-43fa-a465-48ca43e75984,Dynamic Allies,14771326,True,115
d1dd1537-2fc7-42c8-ba31-541c5ac2ae08,Trust Fellowship,2376050,False,228
c757ac8b-684f-4554-a4bd-62c5e3961868,Quantum League,13657137,True,317
ac956c49-14ff-45c1-a486-79cad534756d,Glowing Club,7782446,False,297
23e2c799-8583-4fe5-bf93-7bc25f95f8f2,Innovative Colleagues,13076960,True,45
087ad319-8fd4-4e8d-9adf-1ee45829abbb,Shine Consulting,15555031,True,86
bf120866-fa30-4330-9c75-f8fccbadb063,Shine Partners,1146711,True,107
9a03719e-061d-435c-b64e-292be13711e9,Prime Partnerships 846,8935049,True,197
1fc6968d-5d9d-4a20-a188-98844fe80f7d,Venture Order,142012,False,396
90314e6c-841e-4558-8bd5-8e1cc8b5cc29,Glowy Collaboration,12208275,True,423
c911ad18-6466-4132-8678-9eb875135f83,Legacy Capital,5277214,True,33
38e7c695-5a41-46c5-b929-c569eb821811,Elite Solutions,14363776,True,44
992b194e-1235-4f76-a59e-ab2fc064a60c,Infinity Associates,9739714,False,464
b9e6d9ce-93ce-4851-a406-1270ecd0d01b,Peak Opportunities,8080575,True,334
fbbab5d1-8f69-4603-8041-5cea7abb8be3,Ultimate Equity,7192528,True,80
38356dc3-33fe-44bb-ae7a-90dcef12c922,Prime Guild,15391730,False,82
cbd7964f-9a45-4458-ae26-5fcd62d08ba3,Pioneer Group 638,7534871,True,187
95ec5d2c-8fb5-426e-be4e-a6cc8993a1ea,Secure Wealth,12312567,True,231
6d62dcbc-309c-4590-bd96-db8b37becf56,Glowed Co-conspirators,15484484,False,359
95b4fc2d-843c-4666-9b03-86ab7d4e4769,Elite Synergy,11857530,True,414
d444ed95-3538-4749-bc2e-d1a1ad9feafc,Glowy Companions,3424502,True,399
f7974b7b-86e2-48c4-abbb-07d01fa71807,Brightest Order,15832019,True,337
020f27e5-e7c6-4e7c-8ce8-a01bd88afbb1,Elite Coalition,3555640,False,385
95c06017-cb22-4173-988c-2b136966a1c2,Elite Cohort,691781,True,288
b7bd6d9d-a843-43c2-b666-3fa99534e946,Future Portfolios,16378719,True,125
5e30ac9a-997a-423c-80ba-0391d2820a61,Trust Capital,12073652,True,75
e2e3480a-47d7-47dd-9402-42c58994e176,Legacy Cooperation,8578435,False,51
f4c7af6d-d50b-47d0-856e-ea9ded9109c3,Legacy Allies 377,11989510,True,22
a70e4f33-43e2-436d-a648-fcfda3ec525c,Premier Capital,5768147,True,417
925af490-4fb9-494f-a16f-b20f43aea78f,Global Growth,14851385,False,455
50a92e69-4541-4556-8154-0dd0e28d0ed2,Legacy Services,2274326,True,183
306f43d2-9809-4dca-9321-5d4daffc1e2c,Strategic Solutions,4315014,False,130
a532c309-90e0-4b18-bada-4fb0ef9b7b14,Alpha Services,11833360,True,95
2bb553a3-8f16-47b8-94f6-ed77fc7a32aa,Quantum Cohort 259,15951915,True,259
0f8dfcaa-8d71-4bbf-8b1e-476dc9c5e796,Shine Ventures,14868873,False,392
127124f1-af17-4818-b97d-7f9717578c89,Venture Sorority 74,16384990,True,335
a989fadc-a787-409a-b235-551ea6ec2232,Glowing Association,8560057,True,445
6b601100-8dea-4d7b-9258-4de9567f2f4d,Bright Opportunities,4046616,False,257
2e3938b2-1e76-4be5-a03c-edcb8088141f,Elite Partners,1667293,False,18
36996d43-8272-433b-8d99-eff024327e0a,Premier Fraternity,12322333,False,203
7f2e226c-87e4-49e1-bf3e-a26d07c11df0,Prime Coalition 139,9622854,False,444
96563a11-8056-4c62-89ac-11a3ed876319,Alpha Strategies,13690362,True,404
bdd55c10-83ab-4dcc-ba87-3fbee1e931e5,NextGen Assets,6261320,False,497
1f04ef93-d7be-438d-96b8-39582b8002d9,Ultimate Capital,9234971,False,130
418ee348-950b-4fba-be10-0ac6ebcdf1de,Elite Accomplices,5574812,False,289
747b48c2-7fca-4cfc-9852-c73fdfb2e94b,Dynamic Companions,14124268,False,216
844dab99-4e89-4d1c-9720-271613723fe3,Venture Securities,16249445,False,350
08492d7d-8c1b-41fa-b8aa-00a703722592,Secure Alliance,354135,False,89
132214b6-2105-47ad-b521-f35f6c44a2b8,Shiny Coalition,2810323,False,179
23c49f54-af84-4231-a4d6-39f479c8f3b5,Infinity Innovations,11228600,True,109
91dd02ee-62a2-4146-8f5c-217ab12d3647,Quantum Peers,1734352,False,440
6905c6a5-adb1-4fa6-833a-716cf519c951,Future Sorority,1225112,True,48
32b3754a-4d72-43fd-834d-f8bbf6d212b7,Bright Fellowship,8315500,True,274
fe6d0761-2e95-4fb2-8169-0b88595c0d73,Brighter Companions,1880352,False,145
6bfe3cd7-45a6-461b-bf14-002e9271d71d,Premier Confederation,4656631,False,401
9d47ba30-b08f-4c9e-a205-fae21e80c420,Secure Alliance 721,6081486,False,403
ea667da1-e013-4235-88f8-2c3de39c2e05,Venture Federation,8494757,True,472
55f784da-f733-4c78-adab-55049072d4dc,Glowed Investments,311804,True,408
664e1d51-a0f6-4b58-9dc8-25064a015abc,FirstChoice Society,7051211,False,376
baaeab06-6a0c-495e-b7a6-f0e22e92a1f5,Global Fellowship,13172346,False,180
2873b09b-3834-4ad8-bb8a-671033721240,Glowing Collaboration,11136919,True,289
5dfd6293-10b3-4d56-b97c-c1451dd42d80,Legacy Sorority,10317786,False,394
374794ef-bad8-4ba8-a816-b2a604a17ae2,Future Securities,13642216,False,358
7c9ffe40-f5d5-4092-bcd2-f621f6e4c037,Pioneer Alliance,11495378,True,354
b3a9d71d-3436-4c73-a1cf-49ce08d695dc,Global Holdings,8937654,False,241
48ba0ab0-5957-4b1f-8623-4cf2c3745c7f,Brightest Investments,1492016,False,426
c6bc9c56-588c-466e-8702-3585de0ce0c2,Innovative Trust,11645090,True,171
c4d6787c-16c7-46b7-8707-b28d2a52b410,Glowed Assets,7965348,True,243
5ffa62d4-43da-4aba-a55c-1900c808caad,Brightest Fund,13835412,False,149
11d775a8-b384-4977-b6dc-c2f51aa68d19,Bright Development,7361758,True,13
9a5023e6-73aa-4042-a553-dc45b50e92ab,Innovative Partners,16147249,True,71
78641281-f145-4126-a0a9-677e2019d1ab,Venture Futures 368,6540229,True,482
d239cbe4-e65f-45ef-8528-8ee346baf10f,Future Cooperation,229443,False,135
6b7bbcdb-1ba9-4d60-b145-a08e70e67473,Dynamic Collaborators,12262933,False,265
32b6880d-2dc3-4195-8ac4-661b1cb10b4d,Shine Trust,2578084,False,212
469c407a-bdcb-4572-add5-eac765f53527,Dynamic Sisterhood,8799357,False,76
d9a7e5cb-d88b-4a75-a716-a1bbb882263b,Innovative Collaborators 298,13412049,False,116
e5120761-9bc4-427b-a4ad-05513ceacec2,Global Consulting,8824900,True,215
2b04c7cf-d1c9-49d5-bb5c-98e2be2f25bd,Strategic Consulting,15487799,False,16
a617d256-9ab5-4674-af3e-78dd5c580419,NextGen Solutions,1529101,False,1
a7173f4d-3256-4ff5-b4a3-78e6211ca768,Legacy Synergy,7060075,False,268
126879e0-7725-48d8-9466-c6782d4100e4,Prime Alliance,484839,True,132
dc0542a7-d56f-47d6-8981-8895ff3a0f53,Glow Friends,9223685,True,324
3a80a7a3-e580-4bec-b76b-03473361f821,Innovative Innovations,3758804,True,364
da916973-4545-4987-95a6-eaee90926a5b,Brightest Friends,8649784,False,466
b4fd96fd-6fc5-4ac7-babe-46a914279194,Prime Confederates 994,5506574,True,350
0dd9d6b0-7707-4720-9dba-b8f1d8db5728,Premier Advisors,13093263,True,181
4e19656f-558e-4f7b-91a1-e46e3c9d0fbf,Trust Finance,10268021,False,384
4a23f22f-7498-4550-a437-6c0242a98ef1,Trust Order,15317564,True,392
fff31170-e962-494e-8a15-16f44a53ea0b,Elite Strategies,7054192,True,160
43b0e650-77a7-4161-b854-8d09fcbbf456,Shiny Associates,506903,False,141
4b3f3d10-c8c9-4f30-b479-20b146044c9a,Glowed Alliance,10794554,True,35
51e6c47f-ad0d-4137-b03d-a2ca0befda63,Pioneer Club,2426337,True,217
1ebe8f97-d208-425d-ade0-f3069e0f1faa,Global Sisterhood,1931321,False,319
0c7611b2-68de-4b0a-b1ed-8e576e19937c,Future Assets,1491357,False,222
36c6055c-2dd8-4654-9666-9c0fc33e0204,Glowy Alliance,1933781,False,468
a9e557f9-e880-4693-a1c4-f1c46f319e85,Shiny Allies,9182609,True,330
eb7f6319-95ce-4a2c-8b51-8335fbaca6ab,Prime Resources,13566453,False,310
e9026b32-017a-4722-b83c-af5a3a7b7407,Alpha Wealth,2793572,False,462
3e6c2f2e-8921-452b-b4fb-ca3502209e2f,NextGen Partners,10701311,False,126
64732a79-6af5-4f7c-acf5-e08d50468b12,Premier Federation,4533379,True,222
ca2bf11a-10e4-4e4b-b165-604d4a603f6f,Glowy Cooperation 248,15918977,True,14
066bda1d-6b64-4734-b227-5645e9ca15dc,Venture Friends,5931844,True,467
fe14a1e1-53a6-446c-b33e-87f607e3ca60,Future Guild 248,5671546,True,93
ee5f7b2b-8127-4528-8661-c2fbfa1df12c,Pioneer Society,2437329,True,281
d659de34-1fa9-4dec-be65-78be53dab2e0,Shining Allies,10422509,True,233
279c60c5-3ee3-41b8-ab2b-0411e04b5754,Shiny Fund,8145641,False,259
603339a4-0d4e-4185-81ab-2c6f8e8cb72e,Ultimate Sisterhood,8844007,False,135
9131b4bf-4cf8-4e91-9b3f-903d569cfe85,Glowed Circle,6161518,False,38
a15d5525-5213-4ccb-a651-df3a54f5ef3f,Brightest Partnerships,8740461,True,25
16bf1919-6b6e-4656-9e5b-e8398d9c5f62,Shine Community,6432069,False,463
d5f111ee-c7b9-4702-a2a9-125a9e3126e4,Innovative Growth,4880218,False,404
48daa0d5-13c4-4ede-aff8-8ecd8d2a37f3,FirstChoice Club,3453039,True,442
97e6f5ec-4d30-482e-b9be-145800ff8062,Dynamic Associates 441,12835284,True,285
bb6e2b78-c4ad-4e3c-b937-4888bab48d1b,Brightest Collaborators,9415741,False,268
04235f13-1b18-4fcb-a578-46ecfc92f7d5,Global Futures,14776775,False,248
ace1a389-d800-4657-9601-486ee0442a4a,Strategic Sisterhood 458,4605777,False,189
5464d8bc-17a9-477e-94c3-9dc92dedbcb8,Prime Group,2779024,True,374
b0d3a60b-5aad-4962-8b0a-9b5db52196d2,Shiny Alliance,13593137,True,500
f32db13e-acaa-4026-bcdd-24164404c215,Global Wealth,8215986,True,484
3bb153fa-c214-48b2-8e1a-6fae7f1809d5,Brightest Capital,7802347,True,354
d047d1f1-13e2-4aaa-9901-2d8a72444c7b,Strategic Services,6625637,False,287
b62b483d-6db9-4fc5-9337-7b96ec9c6428,Trust Club,15233113,True,294
a922b3ba-5e7d-4a9b-a374-22b4fd6fdb29,Shiny Partners,6287348,False,383
35af9624-b309-42e1-b363-acd4ba3f7991,Elite Resources 657,9417378,False,76
2280444b-d448-4564-a5b6-b7261c377815,Quantum Futures,5264690,False,47
185a8557-e325-4055-b62e-6337d79444fd,Innovative Ventures 812,6309335,True,63
850ff7a3-eee3-45be-96cd-44d3ab74f612,Trust Sorority,15009282,False,361
bc98449d-37d7-4617-bbe9-864a28f5ddc6,Ultimate Assets,11800190,False,331
1635e1dc-c1c2-48a0-9736-5ae8cc463057,Premier Confederates,11315778,False,117
ba327c16-698a-4bc6-9f19-356b41f76f00,Bright Investments,15974788,True,28
13b0698a-5035-49c2-b79c-5ed5e195d6c5,Strategic Association,6972515,False,337
2590ae85-5aef-4b38-99d6-22cc0aeefb96,Innovative Solutions,10469845,True,245
ff37f774-f883-4f5b-85b8-0e64a62d3a63,FirstChoice Securities,11388152,True,263
5e4ef9e3-c425-4608-bb93-c6426963429d,Shine Accomplices,10814093,True,491
56b74392-5bec-4f2d-8e1a-a65c097d4333,Glowed Network,7739835,True,438
59913752-9c84-48b3-b4fa-7411e7cb1f26,Brightest Wealth 691,11207443,False,430
564e75fe-0197-403f-954f-9d8a53742c3a,Legacy Club,12798508,True,39
aee4c9db-0b50-446e-8368-18f39f9865ce,Pioneer Companions,1916475,True,86
d753d5f8-1d34-48fc-88b7-af71949968ed,Elite Services,6805744,False,138
601e060b-82e3-4e2e-a073-7863873680cb,FirstChoice Guild,4450699,True,49
3556abd7-4c1e-460d-b738-c343e65ec2ef,Premier Community,13442973,True,55
bb659b94-add8-4571-8956-3f91fb1e7063,Shine Friends,15595841,True,238
fed7ef02-77bf-4929-bdfb-586d7759cf68,Elite Sisterhood,11402439,False,60
6a8b155d-0afe-4b05-9fb1-80e100a06072,Venture Partnership,4424768,True,488
b1683b99-d50f-4a7a-8cd5-296b0e432493,Legacy Resources,7303651,False,32
57a28519-5b5c-4e5f-b0e5-3d480531d2d7,FirstChoice Growth 80,534278,False,164
f82ae46d-08c0-43d6-9aca-1037596350fe,Glowing Insights,5639996,False,134
5cc58345-7bc8-48a0-8ccb-a201d2aa63ea,Future Partnerships,6710127,True,433
22d2d1cf-7ec8-4515-b2e1-0506b16911bb,Brighter Partnerships,6842906,True,65
9f87887b-f577-41eb-b8b1-2479aa031501,Legacy Peers,7927471,False,222
0ad8ac73-aa61-4069-bafe-e758bb1848fc,Elite Finance,13577595,True,57
7263bb10-f286-4988-9c87-1b0b0623262c,Brightest Ventures,14217853,True,197
f26047d9-202e-4433-ab9e-94434219586f,Glowing Holdings 841,7893683,True,407
43b7d1cd-1fca-454e-88a7-cc79d8878a00,Secure Resources,4348943,False,398
72c8c8d8-a85c-46de-8817-3014709d72ac,Pioneer Partnership,12823241,False,483
61922d29-6415-4c12-9d19-f346c4f711bf,Glow Confederates,11339411,False,414
31198d16-ac15-4700-806e-4e7ecf8a8a98,Global Confederates,9077371,True,11
30aca5e9-f858-4b29-b80b-440b5870f1cf,NextGen Fellowship,14149797,True,3
d1191f42-74ba-495e-a74b-a77c790b5154,Strategic Growth,15351163,False,453
d7c79b6d-b522-46a8-83fe-4967d5c4dbf2,Legacy Community,6825152,True,17
aa471cdb-c9a4-46f2-b706-c4bf77cf2534,Visionary Confederation,5005796,False,115
f8dc7683-11b8-4dfb-a361-310d6641f6b1,Shiny Cooperation,11899313,False,179
